300 44000
228 4 5
251 226 6
201 96 6
256 7 10
273 240 10
195 17 1
220 218 6
291 202 10
180 92 9
262 79 6
157 201 5
136 211 1
289 151 1
28 223 1
266 146 10
233 274 4
86 143 3
153 100 1
241 3 6
35 66 4
132 133 3
0 196 7
291 51 9
189 9 10
210 266 9
157 178 9
147 183 7
248 179 2
78 1 3
124 294 3
45 35 10
279 41 5
275 102 10
251 135 2
61 155 3
258 17 2
295 248 10
20 150 7
23 9 1
99 294 9
118 9 3
257 220 2
125 150 6
41 227 6
80 257 1
249 108 8
246 25 1
253 283 10
188 296 10
147 43 10
145 75 3
68 102 9
50 284 2
150 71 3
109 82 4
225 103 4
31 254 7
289 270 4
85 145 5
142 96 5
114 155 8
126 91 2
277 220 10
129 65 2
215 198 8
51 160 5
245 171 3
40 206 7
95 61 2
66 243 6
196 259 3
161 96 6
37 135 9
88 42 8
202 25 3
16 241 8
213 175 1
176 239 6
61 35 8
223 154 5
258 20 7
164 232 1
119 0 2
3 61 7
90 228 10
52 2 9
127 235 7
78 202 6
114 130 1
196 55 2
212 205 10
198 39 10
20 45 7
38 48 4
27 129 8
74 185 5
263 114 8
210 267 9
177 65 10
187 34 8
179 238 4
169 179 3
30 112 5
91 55 7
201 19 8
223 66 5
193 181 9
171 29 10
120 207 8
168 49 2
31 191 6
154 151 8
272 35 8
71 220 2
40 31 10
223 203 4
95 289 4
29 88 5
239 64 2
26 138 10
47 250 7
139 91 8
231 97 7
74 112 7
275 37 3
151 283 4
24 2 8
97 293 10
260 208 8
152 121 5
175 105 1
39 190 10
37 261 1
137 162 5
266 142 2
76 148 9
247 286 3
237 20 9
142 210 3
47 157 5
67 13 10
194 272 4
24 268 4
83 9 6
221 268 8
141 54 7
278 247 6
7 202 2
187 200 9
230 39 3
264 277 1
207 74 2
131 77 4
45 12 1
247 14 10
197 29 10
184 177 9
90 296 4
98 223 2
283 180 4
194 47 6
86 38 5
140 283 10
220 2 8
215 210 6
170 228 2
82 226 2
198 200 8
172 70 6
263 251 9
190 197 9
186 48 9
116 125 7
88 226 9
31 225 1
271 174 8
89 155 4
184 268 1
189 268 6
123 95 7
223 170 9
140 60 3
52 270 6
139 190 8
44 60 5
211 137 8
184 205 5
268 10 9
51 14 7
91 219 2
60 152 1
33 247 6
202 284 6
101 243 3
295 261 6
125 98 6
249 5 2
137 20 10
170 256 5
179 48 6
201 171 1
21 273 7
281 58 6
21 110 2
9 22 8
141 146 3
2 292 5
12 142 10
114 194 9
81 212 7
160 291 5
245 296 6
146 244 7
125 228 6
298 279 9
111 55 2
252 234 10
232 51 9
2 170 3
136 236 5
73 154 10
192 202 2
237 6 7
143 159 2
54 244 3
263 76 10
206 46 9
184 271 10
18 37 6
108 184 7
172 84 4
241 8 7
288 91 10
292 200 4
162 60 9
196 152 3
56 59 3
6 28 7
85 50 4
169 58 1
252 99 9
294 148 6
134 188 10
259 24 4
96 243 6
103 292 4
121 153 6
284 139 2
288 32 4
89 182 6
295 169 2
293 239 1
140 91 3
188 80 2
91 196 7
150 262 7
102 159 1
119 198 6
95 113 2
192 245 8
34 185 3
247 83 1
233 294 8
291 4 1
72 299 5
180 189 2
238 178 2
223 197 3
131 56 9
281 186 9
220 65 9
30 286 5
143 92 10
12 203 5
54 180 2
163 128 9
88 59 9
45 123 10
254 163 5
128 41 8
93 158 3
297 113 1
89 133 5
55 112 10
82 289 9
112 282 9
125 149 8
38 8 5
96 167 6
198 204 2
230 72 3
236 233 5
215 269 10
116 115 1
167 290 7
296 77 5
245 295 5
20 212 10
264 65 5
57 208 7
216 128 6
191 154 10
142 6 5
167 38 4
296 172 6
232 276 1
10 294 8
219 253 8
192 17 10
235 115 4
268 51 5
154 247 2
232 134 4
107 157 8
245 31 10
37 215 2
113 155 9
100 248 10
144 125 3
280 82 10
216 43 2
189 150 1
265 27 1
293 193 1
298 255 9
155 268 3
245 106 9
121 28 4
156 292 9
148 147 5
48 154 6
41 209 10
192 236 3
83 76 5
188 48 8
167 171 2
272 157 1
72 259 8
88 269 3
54 36 10
208 295 7
229 147 10
49 193 9
23 160 5
19 98 6
164 177 9
278 160 3
28 156 10
116 145 2
47 287 6
88 244 2
99 160 5
240 146 7
100 207 5
72 170 9
227 70 8
28 170 1
230 193 2
205 199 5
71 27 2
51 241 2
193 88 3
48 214 5
168 205 1
64 77 6
136 165 3
208 130 1
208 117 7
82 61 3
73 69 2
35 159 9
171 181 5
266 176 10
274 200 7
113 103 1
182 216 2
119 200 5
221 108 5
6 167 3
97 214 10
109 3 2
193 108 5
231 265 3
15 77 5
48 65 5
268 172 2
8 119 6
190 41 6
181 149 9
272 294 7
153 27 7
277 46 4
49 20 4
81 180 4
119 181 4
225 169 1
191 276 7
54 80 5
83 203 9
237 155 9
260 50 5
62 176 1
161 3 8
153 225 7
31 170 3
92 42 3
181 63 4
115 140 10
92 111 3
282 173 9
76 44 7
74 151 9
279 128 4
65 146 7
224 48 8
266 7 10
216 15 9
256 3 7
22 98 5
83 261 9
282 37 9
209 253 8
209 231 7
287 285 9
35 145 9
56 39 8
218 278 5
173 264 3
170 63 7
44 78 9
139 118 9
275 73 1
189 227 8
34 230 2
251 62 6
127 13 8
283 88 10
146 166 6
214 82 7
220 213 10
233 226 5
209 75 4
159 3 10
188 260 8
145 48 3
115 47 10
229 81 6
120 3 7
142 253 4
158 99 7
88 1 4
16 292 10
151 66 4
78 197 8
282 211 1
76 248 4
279 139 7
64 121 10
227 249 8
127 135 3
255 129 7
35 174 3
256 176 1
198 228 5
92 249 9
45 259 4
132 247 1
111 272 8
20 147 8
297 170 2
141 88 5
107 15 7
66 291 8
88 136 6
239 96 5
6 156 4
241 5 2
233 92 2
63 238 1
42 173 1
228 258 6
270 86 1
247 104 8
207 76 2
276 89 5
294 208 3
29 230 6
234 115 6
224 296 10
161 203 6
130 197 6
250 269 6
106 144 3
288 228 10
33 174 9
12 271 9
175 226 5
168 278 1
149 35 3
114 125 9
292 50 5
28 207 9
262 3 9
116 261 2
110 189 7
61 46 5
213 68 8
35 13 9
174 55 5
15 27 5
177 5 1
60 179 9
221 188 9
176 211 9
217 19 8
100 7 7
197 44 1
39 156 3
49 116 6
232 192 9
294 281 6
141 161 9
239 146 4
128 57 3
158 271 7
142 231 5
32 290 3
70 160 8
181 117 1
234 201 4
25 10 10
1 279 3
139 25 5
287 12 8
67 217 8
246 12 2
4 67 9
51 218 7
264 156 9
17 245 9
292 55 2
181 102 1
117 224 1
225 271 2
96 240 5
240 242 2
214 10 3
109 75 2
16 171 7
165 154 9
196 28 8
132 29 5
35 52 8
236 219 3
169 283 5
144 92 6
177 128 5
285 214 8
85 215 4
263 40 1
107 150 10
270 119 6
108 72 4
91 275 9
103 94 4
235 67 6
124 268 2
162 295 9
92 83 2
19 112 1
218 90 5
69 139 1
245 196 1
118 62 10
94 282 8
26 280 7
160 144 7
196 31 7
293 270 10
7 169 3
255 81 3
134 105 4
283 137 10
276 4 5
267 92 5
141 73 10
104 124 7
155 8 2
214 128 4
287 219 1
105 112 4
21 296 6
179 262 5
47 61 5
74 255 10
274 56 8
292 20 10
272 293 3
238 244 6
280 23 9
24 140 10
291 276 10
45 289 2
116 5 9
41 298 7
297 16 9
195 274 3
255 38 8
82 1 6
68 211 1
235 132 4
9 56 4
275 118 8
228 192 2
119 59 1
130 254 7
279 172 8
246 123 5
246 296 8
126 23 3
188 22 7
90 87 7
61 257 10
99 148 10
140 257 1
181 182 3
186 56 5
223 183 4
166 245 9
42 200 2
41 30 5
173 224 2
253 50 7
254 297 7
95 73 2
52 82 6
106 213 6
35 94 5
178 170 5
77 54 7
273 179 10
237 232 10
53 86 6
236 87 3
273 53 8
261 267 2
56 116 1
57 238 9
171 42 10
145 210 2
264 176 1
172 5 2
80 37 3
223 51 6
210 43 6
257 12 3
116 291 10
10 171 4
115 78 4
90 195 5
134 288 7
203 202 3
224 47 6
45 117 2
143 256 1
28 190 6
20 200 8
13 23 3
38 195 2
176 118 9
248 283 3
240 258 9
178 117 5
182 142 2
53 178 9
199 54 3
256 67 3
223 61 1
59 293 8
243 183 9
21 158 10
61 26 3
117 205 5
162 247 8
39 124 1
50 56 3
230 259 7
248 51 1
286 123 2
243 209 3
264 24 4
274 292 7
248 206 3
245 69 3
273 235 1
7 125 1
203 233 8
140 162 4
116 138 4
67 297 7
149 226 10
104 168 7
225 231 7
1 219 7
288 230 6
107 160 5
156 218 1
232 98 3
89 285 10
93 220 8
195 41 2
160 229 7
28 288 1
207 162 8
78 265 9
95 285 5
110 67 8
26 244 2
288 237 4
108 47 6
214 197 5
282 272 9
279 282 6
278 124 4
194 97 1
111 124 1
114 285 10
201 16 1
161 190 1
226 26 6
136 142 6
97 2 5
9 63 10
25 254 3
113 93 5
105 67 2
82 288 7
126 9 2
18 4 1
63 242 5
293 48 7
295 37 10
71 299 8
79 54 4
261 252 7
175 157 7
7 29 5
14 120 3
39 183 8
197 137 9
15 144 4
288 264 10
199 239 3
279 133 7
298 106 5
212 116 6
166 295 1
104 261 7
269 214 1
67 243 10
11 77 1
8 173 8
277 27 6
237 269 2
135 44 8
203 75 10
112 24 2
177 229 1
111 273 1
244 214 10
207 33 9
136 248 5
165 201 4
51 263 9
294 236 2
102 264 5
255 46 5
61 135 10
260 123 5
95 211 2
224 12 9
283 125 3
148 199 2
212 69 2
52 104 5
101 59 6
50 237 5
290 216 6
119 41 8
61 44 7
158 264 5
17 96 2
75 153 5
93 260 3
146 162 9
186 197 8
190 236 2
116 179 2
218 267 9
293 2 2
247 294 5
285 36 6
65 30 2
155 137 6
132 75 1
165 135 4
216 295 3
99 89 6
235 22 7
233 232 4
247 25 9
160 74 6
216 126 10
174 231 3
217 72 4
183 178 1
202 112 10
286 202 10
26 133 5
101 193 3
16 45 5
37 0 7
154 90 9
182 271 9
297 291 9
261 197 8
174 157 5
158 293 7
42 256 1
187 236 8
191 75 10
70 99 6
38 103 4
204 276 2
48 14 7
166 174 3
75 279 3
263 36 6
202 276 3
245 109 5
135 103 9
97 219 6
24 35 7
41 162 10
37 234 6
7 230 5
58 257 8
78 129 10
135 186 4
247 156 9
233 243 3
13 150 7
53 236 2
268 39 7
16 85 10
134 187 6
136 275 9
4 182 7
67 185 2
296 9 4
67 20 8
268 66 3
274 170 9
216 253 4
224 148 3
142 95 9
183 37 7
295 275 5
53 283 6
108 34 1
98 37 3
137 86 10
253 175 7
256 53 9
84 131 10
23 121 6
61 11 2
154 296 10
232 87 3
10 16 5
120 76 9
194 235 5
96 23 1
274 35 7
4 17 1
111 33 1
175 195 4
65 289 8
186 195 5
122 136 2
36 298 1
110 153 1
175 257 9
266 100 9
299 29 5
66 8 5
92 74 10
166 155 3
151 180 5
219 106 3
77 207 7
63 66 6
250 59 2
167 47 9
45 274 4
89 39 10
260 210 2
91 255 2
241 76 4
53 259 3
196 193 6
139 175 5
185 3 1
38 73 10
274 275 4
127 132 7
148 159 1
35 125 4
108 266 10
109 202 10
61 194 4
238 216 5
114 141 8
237 285 3
13 283 8
93 230 6
209 256 2
111 27 3
19 158 9
85 87 7
198 165 10
34 294 2
91 240 7
195 147 8
138 126 1
80 246 5
161 215 4
236 280 2
111 252 4
21 58 9
210 67 8
30 281 6
289 3 1
154 220 6
34 43 8
151 146 3
47 22 3
146 293 1
78 144 10
130 152 9
235 118 7
231 92 7
270 3 7
126 154 8
250 155 1
127 246 7
245 35 4
190 293 7
71 265 3
244 276 7
18 113 3
257 68 1
14 179 2
20 28 2
96 66 3
8 151 6
209 92 7
183 87 8
202 93 4
172 240 8
100 210 3
245 241 8
97 21 4
256 288 9
60 101 4
21 11 6
13 98 7
202 208 8
297 228 2
6 117 9
57 193 1
225 77 10
268 133 3
123 245 10
236 250 10
67 82 10
267 72 7
169 52 9
242 95 1
205 179 9
116 252 8
263 236 8
57 169 4
265 138 5
197 12 4
191 107 2
50 77 2
11 100 8
154 114 1
63 125 4
92 30 10
181 97 4
93 103 6
202 285 9
219 203 1
126 210 7
64 97 2
246 293 3
103 147 5
141 55 4
77 86 3
294 244 8
290 184 9
20 225 9
192 148 5
22 233 8
41 138 2
166 168 5
108 292 2
199 181 9
273 285 5
211 219 10
234 150 1
249 27 9
292 27 5
129 230 4
40 63 2
209 172 7
184 146 8
234 264 4
66 287 7
208 153 10
86 214 1
248 44 4
10 118 10
110 20 5
59 0 2
123 289 9
246 73 7
139 68 7
192 104 9
265 296 8
141 115 9
188 86 10
132 286 7
108 166 2
149 22 7
216 175 10
124 28 4
6 112 9
49 293 2
74 59 3
162 209 5
180 176 9
197 110 9
274 101 7
125 135 10
246 126 3
199 25 9
281 177 5
38 44 6
136 285 10
292 223 3
13 235 2
14 154 8
208 226 4
144 211 1
214 132 10
120 99 6
3 166 4
209 6 7
155 106 4
214 217 6
51 290 10
95 7 4
84 224 2
15 145 9
106 179 10
292 123 2
95 41 9
71 81 6
137 149 10
184 148 5
164 11 6
30 227 6
210 9 2
94 293 10
99 197 1
99 220 5
248 150 8
208 188 4
130 241 5
48 41 4
179 161 8
142 163 1
186 199 6
293 299 4
272 283 2
114 148 8
58 0 7
277 33 10
36 226 6
106 296 4
248 285 2
185 141 3
267 135 9
165 137 4
102 0 10
188 223 2
242 173 6
7 137 1
134 269 4
97 161 7
191 114 7
224 74 3
262 124 2
80 20 8
207 190 3
117 89 7
225 246 5
124 194 7
80 28 10
121 135 10
182 108 6
146 272 3
100 264 4
225 230 7
220 94 8
247 211 10
165 21 3
285 154 10
8 77 3
93 63 6
192 6 1
293 162 10
299 132 1
225 41 10
104 88 9
73 106 9
147 295 10
288 127 9
188 224 2
199 40 6
174 13 1
261 240 5
251 11 8
10 78 10
173 227 8
150 229 3
128 223 2
72 209 6
24 159 2
289 120 2
113 0 9
141 234 4
45 32 1
139 36 5
55 21 1
52 20 4
191 203 2
108 62 7
159 274 2
204 14 8
119 71 5
175 255 6
156 106 4
159 175 8
104 2 9
147 294 3
49 178 9
198 155 3
49 28 8
216 2 1
96 238 1
141 275 2
29 169 10
265 135 7
116 154 6
21 267 4
41 143 2
263 291 10
27 216 9
202 74 5
134 211 6
150 137 3
138 6 6
232 151 1
238 203 8
81 278 7
209 66 4
47 107 10
22 32 3
215 189 10
133 98 1
35 277 9
191 28 4
262 293 10
100 215 6
138 15 9
92 244 5
265 23 8
126 251 1
61 0 10
193 273 8
2 166 8
44 71 10
2 46 8
99 159 5
88 272 3
209 214 7
142 256 2
126 181 4
282 208 5
243 219 8
232 236 7
10 89 3
282 252 2
287 231 4
8 71 5
135 64 2
114 110 2
97 174 1
77 1 10
267 23 1
53 83 1
26 74 3
203 152 5
288 183 1
33 67 9
240 268 8
67 263 5
133 175 6
204 266 6
268 294 2
65 168 8
272 197 5
244 257 8
171 17 1
221 109 8
271 192 1
97 110 10
207 54 7
77 223 6
265 92 1
87 42 1
192 183 8
235 222 4
247 284 2
294 23 1
261 127 1
206 210 6
99 283 10
207 142 2
265 64 2
228 0 6
19 143 3
141 224 6
280 260 1
11 259 2
66 98 10
219 103 10
252 106 1
115 267 9
162 296 6
1 157 10
111 102 2
162 138 2
124 19 8
278 159 9
99 30 4
146 43 5
146 118 1
116 27 10
167 255 5
278 233 3
65 35 10
132 12 1
63 204 9
133 213 1
246 139 8
118 272 10
83 290 1
87 276 1
240 141 8
95 187 1
108 70 7
160 85 1
120 232 8
46 294 9
165 215 1
229 60 4
205 28 4
278 7 9
215 224 4
289 61 1
113 108 5
25 45 3
74 66 8
4 30 5
22 202 4
79 64 1
174 57 3
190 169 4
260 92 2
55 296 6
23 219 6
25 267 2
97 238 10
49 203 1
267 246 10
179 97 1
149 250 8
175 64 2
13 282 8
213 79 1
144 290 10
176 162 4
11 44 2
210 221 10
82 141 3
295 48 2
225 65 4
47 118 8
46 253 9
42 273 6
80 170 10
175 289 3
115 271 2
152 12 4
66 30 7
197 65 6
285 100 4
248 188 6
247 231 1
83 213 10
211 97 7
96 224 9
11 201 4
257 186 8
251 194 5
265 258 7
94 106 1
287 67 3
195 20 8
266 55 9
140 122 9
135 41 4
261 153 9
204 102 1
11 87 2
251 298 5
32 298 6
282 268 10
131 37 8
249 83 6
50 30 6
257 0 3
122 74 3
16 262 10
259 210 7
252 72 3
212 117 3
296 61 5
259 71 1
22 108 9
126 204 4
20 15 4
42 98 4
88 20 9
78 145 5
294 11 1
156 32 6
267 292 4
25 157 3
197 91 10
136 251 10
221 196 10
99 196 1
82 48 7
78 272 1
0 219 6
265 14 7
289 164 3
152 243 9
94 14 4
287 235 4
144 72 8
219 76 8
232 20 9
240 150 5
297 87 10
124 109 2
71 202 4
109 68 1
80 163 9
5 204 5
275 221 5
289 193 9
213 257 10
57 155 9
169 3 7
191 204 1
143 128 7
269 257 6
148 67 6
110 299 1
33 171 9
200 207 4
60 138 3
55 185 7
42 184 10
135 225 1
250 81 3
167 131 10
214 283 7
31 261 7
34 54 4
298 237 4
154 102 6
235 218 2
251 205 9
242 85 4
144 46 10
215 175 10
59 15 1
96 3 9
188 156 7
90 46 3
107 270 7
48 96 6
86 91 4
144 113 1
79 170 6
16 30 1
287 84 7
96 19 1
124 238 4
45 135 8
245 297 6
18 265 7
254 62 7
35 115 8
282 85 10
26 201 4
118 137 9
76 5 1
258 295 4
148 293 2
0 127 3
242 137 10
56 87 2
36 284 4
123 167 3
219 194 2
213 39 6
67 286 7
118 6 9
210 217 9
86 10 1
101 226 3
280 50 9
39 252 10
8 68 8
219 9 1
142 91 5
228 85 7
55 113 8
79 219 4
251 193 6
18 251 10
27 135 2
121 122 3
59 201 10
103 33 5
46 134 7
178 8 10
97 9 9
173 17 5
219 112 6
91 104 4
57 62 2
113 257 2
44 42 5
282 269 8
262 285 4
297 45 5
224 297 9
129 51 4
284 140 8
62 185 3
176 55 1
90 19 3
151 138 3
34 35 1
48 204 1
17 229 5
290 286 10
179 120 7
58 127 8
205 275 2
64 86 1
9 88 7
48 196 6
194 293 6
180 10 2
203 30 6
214 73 4
88 192 8
240 224 3
246 84 5
137 84 7
15 141 4
12 55 9
161 93 9
164 28 9
25 97 1
122 130 5
145 296 6
8 90 7
77 12 2
78 42 7
290 34 3
2 154 9
103 98 10
281 48 5
73 81 3
87 149 5
271 32 8
292 158 6
166 114 10
56 40 9
283 31 2
17 266 8
201 225 4
92 197 5
261 61 4
4 61 5
94 265 5
70 141 10
57 119 6
225 22 10
169 1 7
108 131 6
239 101 7
149 130 6
55 178 8
125 99 1
110 34 5
269 105 8
91 52 4
51 284 6
110 86 8
154 280 5
123 121 3
35 6 4
81 142 8
98 93 5
17 33 7
158 41 1
84 289 7
99 180 9
59 209 4
259 293 2
134 242 10
143 184 5
165 274 6
19 192 5
149 217 9
285 14 9
25 27 8
53 297 3
228 14 7
184 253 1
178 191 4
290 112 6
207 275 10
284 273 1
24 50 9
102 11 3
166 292 9
233 178 9
206 85 6
68 91 4
284 212 2
34 269 4
243 199 2
142 269 7
67 5 5
96 90 7
187 159 2
66 297 1
22 157 2
57 281 8
115 198 4
104 113 7
281 114 6
42 296 3
192 267 2
187 256 5
164 25 5
87 279 5
217 182 3
21 237 5
214 176 4
176 131 2
140 23 9
136 233 4
207 18 6
25 137 3
97 182 10
203 151 4
112 20 3
281 266 9
171 262 9
197 191 6
232 177 6
108 195 3
91 28 7
272 297 10
193 125 2
14 73 9
11 16 2
73 218 5
146 282 9
97 165 5
180 228 3
96 281 5
44 297 8
186 242 9
216 180 10
105 104 3
276 145 2
98 96 6
16 240 3
264 153 4
169 195 5
265 45 9
119 287 4
103 90 2
58 121 9
80 63 2
255 190 7
185 50 6
270 46 2
217 227 9
261 33 2
87 84 10
77 152 1
183 221 2
61 298 8
123 49 2
219 32 4
92 176 2
224 168 9
224 160 2
132 190 8
82 279 10
261 107 9
46 210 6
56 280 6
15 76 5
26 104 10
163 64 10
187 128 2
190 14 7
195 292 6
8 100 10
195 172 9
219 104 4
173 139 2
224 70 9
296 181 1
192 45 8
119 253 1
149 189 4
147 18 4
239 296 10
281 117 6
44 196 4
89 76 7
27 229 1
219 160 6
7 53 4
156 240 10
71 35 1
47 175 10
13 70 1
85 279 10
196 134 6
59 187 10
212 214 3
57 202 5
65 247 6
104 0 9
183 136 1
185 293 7
256 214 10
139 168 3
112 126 4
244 229 6
236 265 9
288 51 4
42 120 2
174 17 8
42 238 7
41 127 3
6 269 1
94 99 3
48 5 4
40 241 1
59 282 8
247 230 4
169 60 9
39 192 5
69 4 3
238 90 7
187 271 10
116 69 3
165 244 9
167 145 2
281 291 6
11 19 7
165 268 5
235 191 10
208 4 8
158 95 7
255 61 9
151 39 1
210 235 8
87 257 8
158 220 4
97 100 3
240 218 6
0 81 8
286 95 8
68 42 3
57 171 4
209 26 2
232 175 4
275 171 3
228 46 7
209 200 7
100 187 4
223 23 1
2 14 7
157 256 9
77 31 10
151 204 9
123 143 6
219 107 5
128 156 8
53 250 6
128 64 7
173 217 3
104 54 8
88 215 4
55 179 2
45 39 6
30 185 5
39 32 7
9 137 4
142 47 10
164 149 7
176 200 10
207 272 7
256 6 10
299 250 3
178 18 3
49 135 2
57 52 5
208 152 3
34 129 8
287 117 5
120 83 5
15 297 8
166 58 4
54 81 3
147 59 4
168 208 3
171 238 4
11 137 2
24 106 5
7 285 2
147 225 2
83 142 4
239 196 8
115 183 1
186 277 5
107 273 3
60 116 8
132 215 10
246 265 9
161 194 1
141 113 1
81 137 2
54 48 10
93 120 2
173 12 2
200 107 6
209 85 9
269 218 8
257 259 2
224 269 8
67 265 8
215 244 5
202 24 4
248 242 8
17 2 5
191 97 4
258 267 8
103 128 7
13 275 1
193 23 10
87 35 8
121 246 6
275 210 2
73 169 9
58 80 5
199 233 7
233 213 5
38 123 8
149 252 5
285 8 5
245 257 10
118 35 2
172 269 6
208 171 5
16 271 10
130 299 7
294 145 9
89 112 7
18 100 4
276 103 6
181 134 5
108 256 5
132 149 9
62 271 10
32 28 6
267 154 4
169 252 6
173 102 3
293 225 1
277 141 5
292 110 6
72 86 10
104 215 6
178 198 5
148 163 6
77 229 9
225 184 8
85 95 2
52 36 6
42 66 8
81 178 10
6 125 8
37 272 1
107 168 8
113 235 3
171 197 7
262 240 10
182 0 6
250 38 1
179 115 8
80 122 6
265 2 1
48 277 8
255 215 6
47 28 2
64 140 5
196 74 1
125 141 6
166 248 8
141 47 2
28 166 8
63 197 3
42 121 8
75 70 4
185 97 2
236 291 1
177 59 2
237 105 1
202 161 8
31 188 10
55 119 2
123 208 10
264 275 6
79 162 9
95 291 2
287 115 10
139 132 1
147 188 9
175 32 9
66 144 3
30 106 7
207 126 10
26 147 1
270 173 2
123 150 7
33 95 3
239 43 10
256 274 9
180 222 7
66 81 2
103 212 1
113 205 8
32 148 7
211 70 8
154 78 10
275 10 6
49 130 5
293 186 6
117 103 8
121 111 4
226 188 1
77 244 9
44 152 10
14 89 10
67 131 10
232 8 8
262 242 1
237 255 4
247 177 8
153 172 10
257 121 1
168 213 4
130 235 7
179 268 10
137 57 10
297 51 5
32 273 3
288 263 7
125 163 3
227 49 4
76 220 10
268 102 2
54 261 5
84 58 8
134 98 9
119 12 7
138 44 8
42 127 3
80 50 3
165 107 2
180 230 5
119 262 2
212 10 10
56 105 9
120 2 3
159 7 7
105 226 8
108 175 10
297 190 8
168 98 3
6 263 8
153 190 5
104 15 9
136 195 5
57 59 8
31 262 3
16 255 7
75 36 1
15 154 10
81 150 3
178 58 6
11 55 9
278 165 7
295 263 9
144 204 6
246 33 8
169 258 6
127 24 5
35 276 7
64 199 2
56 194 6
4 240 1
91 102 7
243 124 10
133 99 8
62 220 4
29 133 7
48 189 7
130 161 5
196 52 8
292 44 8
172 18 1
181 236 5
33 291 10
47 123 7
221 227 4
179 160 5
110 15 10
255 15 8
29 110 10
148 82 4
199 87 9
295 44 7
124 0 7
170 62 8
0 279 9
292 49 9
218 34 2
109 26 10
84 211 1
285 34 9
122 33 10
277 184 7
140 164 2
295 175 2
24 61 10
72 204 4
131 175 9
93 255 6
259 262 3
169 245 9
12 207 2
50 223 2
149 100 10
29 91 9
14 121 8
259 211 3
224 263 10
255 252 8
110 157 2
217 14 4
283 146 3
288 184 8
101 214 7
293 213 2
149 266 5
159 25 2
252 137 6
95 205 8
125 27 10
53 127 2
189 99 4
283 168 9
133 68 1
209 202 5
205 37 9
193 40 5
17 189 7
16 229 3
36 299 6
96 6 9
118 107 3
277 8 7
278 222 6
162 212 7
87 158 2
87 209 2
128 87 4
30 33 7
4 113 5
206 104 10
166 184 10
54 40 6
193 265 8
80 6 8
283 25 10
129 254 1
190 285 9
16 120 9
128 283 3
170 161 7
40 13 8
99 193 4
57 295 2
194 142 9
210 30 1
271 191 9
58 48 3
3 63 6
286 140 2
168 40 2
205 236 8
0 74 2
144 259 6
231 60 3
256 68 4
182 52 6
241 121 9
199 36 9
214 104 1
163 68 9
279 166 2
204 232 7
128 65 8
42 235 10
123 196 9
30 178 1
269 263 6
274 179 8
32 7 4
43 232 10
196 254 1
83 113 7
215 148 9
245 167 3
77 175 7
106 186 2
94 127 1
90 176 8
250 118 8
33 212 10
85 270 2
203 159 5
104 194 3
218 144 1
125 119 2
75 25 9
87 177 7
263 118 8
229 102 6
10 111 8
273 157 7
102 63 8
20 26 1
90 39 3
58 128 10
265 125 8
207 267 3
251 275 9
176 99 6
282 169 2
16 116 10
27 38 6
183 298 10
102 244 9
223 176 4
192 29 9
79 287 3
179 134 4
78 174 1
277 160 4
230 37 9
228 64 6
250 227 8
253 229 6
103 124 3
151 83 5
178 14 8
85 148 5
175 223 3
268 276 4
48 89 7
101 146 1
289 292 7
167 111 3
143 138 2
137 151 3
284 170 9
77 161 2
87 29 4
130 9 10
158 206 7
269 78 5
95 269 9
37 267 8
26 58 8
68 59 7
54 240 9
222 88 8
225 210 8
190 114 1
81 270 2
255 64 1
64 15 3
257 102 1
50 199 8
247 240 6
62 146 7
83 273 7
130 272 2
192 32 2
167 27 3
49 52 10
5 50 5
170 56 4
82 157 2
156 169 2
65 274 6
231 21 6
255 39 7
178 297 3
130 211 8
149 264 5
209 154 3
298 144 2
288 114 9
229 64 5
100 172 1
276 88 9
162 106 1
67 122 4
290 261 9
69 9 7
292 42 2
269 169 8
150 42 2
106 260 1
218 22 7
156 30 4
232 138 10
166 4 9
147 202 1
224 53 10
8 17 6
256 97 8
109 181 7
103 134 5
225 73 9
130 76 7
209 136 1
250 295 10
60 210 7
247 15 8
244 29 5
211 114 2
37 86 9
135 163 1
174 274 10
132 94 6
163 145 2
133 227 1
133 91 9
11 209 1
170 49 9
257 3 10
126 266 3
67 184 10
94 252 9
76 188 7
173 157 1
152 166 2
212 292 4
60 52 2
5 254 8
285 261 2
186 134 4
43 116 9
127 124 9
288 126 9
29 280 6
286 237 3
4 93 10
95 201 10
178 171 4
205 90 6
169 241 2
281 188 5
52 73 7
137 215 2
1 286 5
196 178 10
173 60 1
75 117 1
26 2 9
94 195 9
141 107 1
88 64 4
279 268 7
216 106 1
206 247 9
54 27 9
193 290 8
203 183 8
276 275 8
21 52 9
79 123 3
217 274 5
139 88 8
287 42 5
119 239 2
209 55 4
193 147 7
127 272 2
86 108 4
210 207 9
164 264 6
208 40 10
255 56 4
264 142 7
201 52 3
55 59 10
214 71 1
79 291 9
108 7 2
163 41 3
125 2 10
156 58 8
99 39 9
129 256 2
28 264 6
138 202 10
292 250 5
197 244 9
67 2 4
108 132 4
219 111 1
242 110 6
156 122 5
69 87 7
195 204 7
142 175 3
274 57 3
248 122 7
212 102 5
288 161 2
206 255 6
57 245 6
227 124 7
163 238 3
59 150 8
277 289 5
206 265 9
299 42 10
136 246 2
271 47 5
72 228 2
233 84 6
68 220 1
141 130 8
281 28 9
115 96 8
147 273 6
10 77 7
185 204 1
208 274 2
69 297 8
47 237 6
274 52 7
18 204 6
