500 120000
67 404 766
334 477 177
379 423 211
23 254 583
360 401 145
308 353 387
77 266 327
297 327 893
218 273 482
110 277 340
289 387 124
288 491 758
77 400 724
184 211 941
16 281 400
219 490 794
72 434 290
1 221 402
268 405 167
234 449 660
25 498 940
16 386 439
82 494 993
215 469 40
124 472 659
61 173 236
90 247 554
169 292 158
56 291 329
287 344 968
157 403 252
164 413 515
78 346 379
306 457 745
353 404 117
7 408 91
293 383 827
164 315 8
43 64 842
193 415 641
76 151 618
147 404 833
187 189 422
109 190 193
311 444 25
210 245 29
36 484 941
385 407 262
247 338 877
52 120 903
307 420 881
116 333 966
210 293 424
4 300 98
274 382 326
32 143 810
147 470 379
65 269 117
70 137 892
262 335 355
95 449 974
427 445 355
256 418 389
73 181 741
197 262 923
199 355 493
304 325 926
11 61 517
352 476 526
237 335 34
22 437 600
176 203 55
312 341 818
224 437 359
55 255 801
15 425 861
1 432 549
64 445 188
29 244 555
182 206 468
111 355 43
342 408 58
357 410 951
209 452 447
95 354 947
286 376 378
105 246 515
149 224 26
221 471 709
50 266 559
207 215 555
275 392 56
32 433 237
304 402 503
251 391 213
71 168 66
52 241 489
230 486 302
213 219 284
116 283 167
199 440 426
58 485 126
146 451 329
261 410 622
187 252 142
381 399 329
108 283 477
191 473 801
267 362 541
30 400 719
418 461 176
193 337 203
211 332 565
133 396 669
99 126 122
26 29 632
223 490 541
22 248 736
100 143 241
30 176 894
158 169 809
2 397 227
322 386 366
60 348 983
24 120 520
334 425 48
77 318 505
398 420 848
184 187 443
391 422 865
334 357 949
316 329 326
92 434 14
182 267 352
168 216 369
83 207 843
67 199 531
47 290 891
247 470 177
11 373 667
280 285 62
171 232 338
184 306 576
148 220 660
165 331 78
204 222 807
42 118 525
219 230 755
41 312 521
173 216 764
136 283 27
405 460 130
37 305 254
152 341 930
110 478 389
211 481 505
426 460 860
205 235 747
193 291 289
113 446 837
316 496 371
79 296 924
26 281 871
189 225 241
19 438 723
1 362 775
22 235 652
50 179 395
150 413 840
214 268 163
258 324 181
99 495 965
82 326 65
111 461 613
117 172 194
326 473 359
63 443 119
236 494 842
240 248 956
20 365 636
250 301 981
3 379 81
36 334 990
187 489 700
224 228 548
115 354 677
116 157 687
237 494 399
276 405 369
90 244 522
482 484 182
80 202 382
13 181 222
168 443 376
202 376 6
59 334 140
294 390 824
169 435 816
142 369 677
78 403 250
47 428 752
132 276 497
44 241 218
43 284 102
258 391 528
287 406 714
228 443 338
296 300 602
79 165 999
114 157 239
53 413 884
69 259 238
164 178 138
35 475 277
186 300 101
19 70 34
334 452 237
126 406 142
180 364 319
197 253 842
129 492 179
226 293 585
311 357 82
7 439 428
352 498 853
60 271 775
33 349 510
137 369 867
343 356 641
310 408 58
143 368 385
80 259 325
287 432 766
198 422 78
36 368 150
27 324 812
116 318 385
322 447 270
26 38 92
265 366 993
290 383 573
173 186 565
218 478 743
169 409 268
58 451 215
104 442 142
24 366 979
376 451 829
294 462 514
196 253 930
152 219 992
21 497 250
284 444 309
239 388 182
120 421 312
358 382 395
226 349 27
127 405 474
75 437 137
167 169 171
187 494 423
46 490 459
12 231 472
205 466 785
77 229 753
334 498 481
128 489 102
23 149 387
203 221 48
351 442 525
118 283 993
9 212 247
175 416 904
176 184 500
62 201 131
187 416 585
205 391 657
440 444 732
233 295 647
60 118 657
94 234 554
15 166 647
184 300 210
159 201 44
233 417 214
44 46 683
328 401 645
452 455 880
225 271 189
112 474 533
338 375 970
172 188 345
51 148 452
138 231 805
85 170 78
20 239 534
260 386 17
109 418 257
21 268 440
107 130 627
63 190 525
304 485 401
266 273 735
34 331 262
37 261 997
232 361 99
250 439 266
18 386 448
320 432 348
127 475 364
7 168 779
200 480 208
113 156 733
20 318 522
95 271 363
65 340 164
449 486 169
158 278 136
117 263 959
24 296 154
145 277 242
290 404 991
106 195 101
424 499 930
398 440 509
42 86 996
397 439 647
153 199 667
193 467 110
14 129 217
197 478 375
60 384 173
158 324 141
367 475 167
207 269 340
78 497 830
409 414 8
412 438 214
219 305 455
286 428 894
80 218 275
334 481 579
216 307 18
195 365 390
354 384 244
335 377 75
111 410 536
146 209 344
82 118 751
81 325 651
63 363 564
21 404 721
333 410 4
60 297 813
363 477 162
4 340 95
123 431 177
7 288 128
248 304 440
392 416 796
269 391 172
190 236 925
189 319 331
449 455 830
176 224 304
369 474 14
91 396 65
155 221 808
73 111 463
2 365 104
162 465 805
425 495 313
152 378 59
196 479 279
42 481 937
300 399 426
344 421 373
346 455 204
172 489 231
108 438 382
48 58 366
204 311 634
456 457 842
70 223 400
88 425 81
331 367 321
94 329 149
63 458 179
246 371 516
12 440 989
337 495 537
63 166 541
229 244 385
272 293 80
137 420 304
125 478 209
74 316 822
183 344 963
366 476 280
245 479 493
126 321 325
439 483 925
175 316 444
396 476 10
178 190 68
414 473 138
103 487 217
55 57 63
195 411 89
61 244 921
76 183 575
131 159 778
45 398 801
143 263 210
176 484 43
86 364 556
206 326 644
209 373 418
360 422 870
256 436 683
381 421 158
220 354 347
111 350 332
180 227 252
223 402 482
116 202 401
44 170 288
276 421 579
116 490 189
127 237 715
26 309 35
250 322 2
68 146 217
216 461 534
102 185 457
278 443 768
173 344 358
236 244 944
285 356 569
250 293 495
296 479 512
395 400 816
225 341 564
285 337 527
194 431 107
108 334 858
124 143 204
113 279 620
35 256 219
164 167 4
18 356 983
5 364 394
219 265 86
359 372 451
65 328 896
70 188 932
72 416 802
21 142 916
90 164 320
197 203 961
158 334 104
251 399 224
210 382 482
260 266 807
177 285 624
116 319 256
95 107 78
207 358 246
168 372 879
316 482 997
234 498 717
112 162 517
336 377 82
201 378 182
63 367 372
178 181 164
216 242 172
361 382 871
293 367 104
105 370 308
352 374 541
34 44 900
50 270 137
229 277 841
219 294 70
362 484 343
38 240 78
110 497 466
95 385 282
266 323 622
30 254 114
83 262 102
323 424 421
71 299 586
34 319 812
160 332 182
108 420 393
114 255 607
33 297 418
123 247 513
298 308 529
20 437 395
95 464 186
70 180 118
29 108 512
17 265 431
191 268 331
69 237 240
151 395 180
67 471 431
221 452 712
23 225 801
257 496 989
117 245 606
323 492 733
54 408 666
186 325 528
177 196 470
298 386 267
149 423 197
141 385 561
164 350 637
455 492 225
237 436 377
327 440 983
139 340 432
191 204 231
5 135 461
289 468 170
18 52 310
352 414 170
434 480 122
198 266 279
387 402 945
138 475 948
185 394 47
304 319 532
320 480 128
50 351 270
228 261 992
128 145 468
211 273 851
382 447 56
199 242 130
149 157 338
5 44 19
427 434 658
271 317 78
4 75 205
395 482 117
276 402 561
51 378 699
309 383 820
49 143 125
123 210 765
141 147 262
35 477 612
59 228 610
95 147 54
201 226 785
102 316 866
219 483 628
85 312 965
23 287 67
101 445 351
149 202 716
112 164 171
90 195 467
127 423 264
310 411 726
297 402 680
25 444 28
153 218 641
21 188 69
11 71 789
178 483 963
380 493 932
333 382 117
30 298 118
147 242 207
274 396 824
138 237 441
181 199 752
329 486 463
61 152 848
278 380 251
361 447 501
293 478 861
141 188 783
193 490 426
143 274 748
17 345 9
78 382 21
380 491 748
18 419 233
92 128 931
284 487 236
321 444 150
37 137 572
22 112 193
93 144 871
282 397 960
142 335 267
221 493 970
342 487 767
142 440 135
293 360 563
166 315 657
165 411 585
4 152 64
239 461 642
209 305 488
65 172 875
266 309 175
136 487 201
141 434 928
71 393 329
70 267 53
124 489 77
214 412 678
147 488 668
275 371 537
386 462 227
212 318 472
41 243 71
121 196 196
310 394 14
138 422 472
320 379 263
8 275 631
383 428 657
231 394 117
143 424 829
156 387 763
86 413 215
382 459 82
251 388 132
7 140 11
54 89 697
469 499 352
40 408 166
72 323 940
117 323 164
34 173 896
343 353 817
51 343 496
325 426 181
301 490 709
174 463 960
180 421 495
364 392 726
318 383 754
99 373 321
129 325 640
37 492 558
192 265 175
328 410 128
212 296 779
17 320 496
135 445 988
302 311 658
380 457 283
122 427 896
194 285 850
44 246 581
369 399 117
404 413 398
114 399 274
390 487 662
94 110 100
152 306 606
348 458 838
108 285 408
190 223 887
399 422 971
349 358 392
80 253 135
39 206 889
41 228 748
217 355 71
45 287 782
96 277 145
178 467 206
168 243 474
173 268 92
136 472 933
191 409 251
424 492 2
85 286 295
140 144 377
426 462 455
132 298 591
142 299 35
53 337 504
1 114 348
74 260 523
129 209 841
102 273 970
341 417 154
342 488 333
87 465 999
35 75 305
180 217 37
376 417 369
438 451 737
313 449 832
44 190 523
157 393 551
212 428 174
185 493 28
46 283 77
53 421 58
26 352 495
40 336 559
246 337 65
144 405 719
87 245 388
77 278 189
41 169 674
89 99 568
181 300 854
332 358 992
275 352 94
418 443 241
188 494 975
57 304 68
145 216 849
166 254 488
5 426 509
70 375 910
104 449 474
139 378 939
101 139 321
140 171 181
10 241 406
149 205 58
76 177 824
128 358 871
423 477 340
103 331 563
325 416 31
68 228 381
60 197 879
150 438 608
207 444 738
193 230 626
303 483 360
133 270 454
90 345 244
346 368 305
132 499 422
272 473 605
253 283 956
200 230 854
228 429 776
195 272 695
147 439 700
92 391 26
309 472 44
187 195 343
129 405 363
70 401 458
117 471 786
320 407 686
280 408 51
28 158 660
346 458 791
93 187 994
8 353 633
408 430 11
40 426 281
148 288 8
100 373 207
343 447 353
197 353 443
10 163 885
342 356 625
287 366 194
258 369 431
108 494 374
134 497 709
35 69 841
208 365 688
213 399 833
179 253 886
171 383 703
157 459 962
359 367 119
372 498 391
135 475 916
126 128 625
469 471 844
166 297 344
100 423 900
20 108 268
190 192 650
199 244 205
299 454 532
190 337 709
133 238 543
150 391 565
127 474 722
78 480 470
210 358 378
397 478 120
16 260 33
274 316 695
265 290 857
142 278 943
15 73 601
25 344 238
282 366 28
129 404 886
158 463 365
425 432 80
66 227 104
115 396 233
100 278 946
463 498 230
133 315 839
18 494 765
128 424 314
61 402 729
161 362 250
319 335 576
200 470 401
159 334 93
349 382 269
210 309 595
180 440 213
36 163 386
50 428 651
26 429 561
365 480 116
198 215 662
117 497 542
57 86 232
20 133 695
425 492 901
263 322 869
220 271 836
170 292 851
45 130 650
359 378 530
22 295 184
240 292 453
64 175 534
55 114 861
163 378 277
427 499 879
80 207 95
56 81 823
228 350 188
177 249 804
58 240 748
404 433 621
147 153 831
193 231 550
126 300 598
266 434 682
13 271 996
394 402 175
77 247 451
185 258 409
16 354 507
302 337 932
186 407 653
104 169 520
53 266 4
2 462 133
65 260 923
107 408 618
212 297 279
27 184 185
150 278 877
99 363 344
91 461 820
126 178 800
18 349 664
133 344 187
84 351 157
177 422 917
86 318 878
34 114 767
200 430 691
163 289 32
366 405 293
40 230 143
200 213 611
239 241 171
398 405 719
211 258 924
149 267 973
346 486 323
210 263 450
141 335 968
83 458 75
338 458 629
178 341 973
372 465 885
74 270 618
294 398 195
155 494 723
227 279 622
22 146 229
16 476 927
220 228 285
178 410 363
106 339 913
30 172 978
27 294 557
120 179 324
154 218 17
107 227 111
209 217 718
181 382 993
36 202 6
218 281 110
259 420 970
72 253 367
229 270 622
207 431 889
124 132 878
240 350 602
140 354 733
187 456 591
160 423 963
380 384 514
228 467 648
73 130 378
55 106 297
328 358 109
182 404 7
54 345 544
24 289 717
235 382 617
52 492 215
410 430 318
288 322 603
416 471 58
60 63 408
80 406 198
67 414 596
2 129 111
259 418 228
50 359 889
109 257 849
16 310 986
29 118 748
145 292 162
26 221 260
89 123 650
190 494 280
9 82 431
67 198 248
19 104 588
32 269 736
57 148 639
195 351 588
398 468 328
306 312 104
71 391 658
104 261 575
126 470 481
197 296 80
378 395 501
129 310 402
10 315 344
9 86 175
120 494 636
410 437 347
280 358 254
18 62 965
157 359 311
161 216 873
76 486 917
35 84 139
53 129 40
49 115 89
32 107 931
142 166 278
11 428 834
162 231 319
3 101 40
100 418 672
79 167 690
420 442 137
49 451 816
94 120 221
320 369 623
158 380 638
101 398 435
32 157 400
28 248 595
3 162 702
178 455 697
428 472 960
64 346 927
180 183 79
41 306 192
75 458 182
50 73 941
194 295 619
181 323 911
371 472 837
323 380 161
322 340 28
244 469 260
173 431 946
95 99 76
139 385 816
157 258 648
146 420 859
30 444 627
115 277 520
421 465 349
13 499 457
278 329 791
125 260 363
21 369 518
480 487 954
17 291 170
46 115 608
327 328 101
150 422 732
121 145 348
5 441 404
449 450 828
131 227 975
45 225 856
128 483 735
60 298 400
185 311 394
124 382 689
295 345 620
190 449 210
145 287 262
76 275 867
136 220 158
112 238 142
99 198 472
83 442 85
322 466 280
177 288 873
449 459 954
250 493 120
43 454 805
177 423 219
103 300 956
339 414 976
76 390 222
53 232 172
39 144 543
354 356 463
143 231 29
62 70 265
270 279 547
159 171 351
65 288 683
83 116 399
73 394 81
50 229 781
273 308 641
3 422 6
163 471 488
147 465 756
337 388 745
321 427 888
117 396 441
162 378 42
100 447 520
21 290 272
172 416 426
20 406 25
241 384 536
83 418 794
136 356 651
82 317 124
162 437 585
150 357 33
183 203 743
131 382 114
121 360 768
23 441 872
20 218 713
50 198 709
378 495 181
291 431 580
297 403 390
242 301 292
31 434 871
64 85 829
183 219 599
5 324 151
31 303 859
33 338 7
353 385 595
35 92 286
74 427 413
294 378 728
57 474 205
241 420 971
49 114 262
141 404 709
201 456 300
285 383 48
231 363 97
137 322 103
2 454 741
49 130 849
171 281 514
187 359 824
20 454 209
81 386 55
209 221 833
354 459 745
282 499 816
344 451 39
275 384 401
6 18 390
25 115 897
107 393 332
20 204 890
26 385 758
235 360 725
157 360 368
238 245 582
256 455 590
140 149 795
36 488 685
96 182 536
178 360 33
143 439 421
90 106 371
136 151 805
108 269 768
23 475 538
51 174 56
100 207 741
386 426 129
183 331 546
302 401 957
348 438 109
233 464 850
334 417 447
135 471 382
215 470 55
145 490 950
149 154 155
128 442 357
19 130 422
20 95 633
197 309 770
223 390 470
164 484 308
73 424 248
317 443 380
202 367 618
110 399 656
192 329 764
157 421 306
49 239 171
146 361 108
253 397 107
232 241 455
64 369 116
414 489 831
345 368 681
55 474 383
248 482 591
164 215 983
172 480 826
36 120 879
329 453 80
78 241 126
190 302 768
58 190 341
81 289 850
20 54 648
82 119 414
110 258 306
76 341 381
40 418 294
31 164 506
210 481 612
45 483 594
258 411 844
186 433 701
128 173 952
212 229 436
20 176 127
126 498 583
410 416 752
63 428 901
84 340 894
336 453 436
18 249 335
244 292 267
46 132 260
57 440 400
115 443 91
144 348 895
10 425 912
169 336 65
70 184 211
83 182 606
375 430 82
115 235 484
306 405 374
154 416 439
401 479 497
117 193 943
141 209 688
70 128 478
173 286 586
54 369 246
70 419 96
111 342 561
255 316 578
357 378 98
251 386 831
213 377 483
329 441 703
164 423 560
98 263 372
195 237 406
118 428 321
56 354 405
104 115 84
144 222 277
91 225 47
317 452 875
62 416 592
350 389 600
287 376 249
225 306 775
321 499 376
171 344 835
215 228 281
198 368 464
191 242 455
383 397 856
199 317 175
334 336 321
132 392 214
257 377 349
86 433 370
1 401 851
110 319 399
209 322 100
175 377 414
79 136 160
72 473 337
106 364 775
235 401 298
29 318 129
28 163 448
77 169 657
450 457 478
102 370 670
463 469 150
12 187 106
112 379 166
29 401 33
80 394 920
316 369 672
101 162 784
278 483 753
38 395 350
4 302 881
69 222 515
148 274 264
85 176 634
208 366 884
300 455 46
106 169 988
21 79 820
5 175 137
192 408 197
47 344 795
269 400 691
21 377 651
153 296 301
367 470 522
149 309 809
227 412 742
74 457 541
397 405 942
151 409 337
58 426 985
153 253 163
74 283 32
4 141 228
184 287 687
158 176 73
143 340 207
78 446 675
167 317 918
1 211 304
450 469 727
167 220 592
285 353 484
14 404 136
333 475 429
369 425 863
141 275 690
317 416 959
364 418 50
300 439 878
446 491 827
16 201 612
9 296 347
394 434 549
119 292 287
39 215 537
144 312 715
132 456 210
37 364 338
318 466 513
3 226 402
420 467 220
235 497 209
203 436 513
17 306 136
207 208 469
143 407 827
57 123 352
8 219 878
4 469 217
128 331 469
42 70 333
136 162 907
332 398 497
152 290 232
272 330 710
299 415 936
4 159 165
307 459 863
293 498 733
163 371 410
223 264 139
146 322 449
175 238 575
124 264 810
373 415 15
8 202 514
156 380 285
49 158 914
145 273 152
65 285 896
99 424 487
316 326 524
84 173 92
51 103 472
19 99 535
141 202 482
223 275 123
234 456 688
143 445 297
246 291 369
16 475 967
372 492 420
199 207 129
99 182 814
134 368 625
74 344 391
355 371 960
71 200 598
291 443 70
320 332 650
30 133 254
88 390 567
124 365 109
71 231 195
117 268 384
30 132 730
262 388 55
294 340 515
82 161 930
355 362 417
163 261 847
330 335 389
147 427 105
49 443 499
157 303 721
153 347 823
257 303 834
35 478 430
200 455 525
84 303 507
249 258 2
336 494 545
175 350 104
258 379 940
29 161 407
150 239 166
164 349 578
5 103 497
37 355 849
222 424 413
391 467 387
347 382 130
101 451 836
3 380 196
134 235 928
50 136 879
7 383 417
35 268 839
72 285 426
290 359 548
278 478 625
76 423 839
48 291 599
11 455 6
76 348 653
104 181 308
24 486 153
203 415 394
214 302 584
333 457 685
44 49 808
92 494 509
232 382 505
44 91 821
34 448 519
319 494 63
48 383 980
165 472 432
188 225 818
203 247 800
2 78 53
80 403 839
398 474 557
17 89 825
354 397 451
173 276 371
29 483 58
245 481 88
248 474 987
111 153 472
26 171 821
146 355 701
120 236 883
185 413 94
107 451 821
457 492 577
21 104 636
273 497 346
64 337 155
317 481 726
282 386 807
238 453 144
378 459 591
301 455 726
339 365 818
182 259 516
451 454 59
451 478 948
166 220 792
160 322 439
440 489 903
165 199 957
209 341 435
152 199 184
249 311 809
49 473 605
291 435 391
63 119 19
391 452 239
232 490 308
205 250 420
31 435 828
168 206 198
300 454 244
48 163 580
4 12 823
87 351 479
203 279 735
103 341 578
130 142 773
198 412 247
102 175 508
154 450 449
318 494 534
101 297 403
191 472 298
243 289 932
27 226 498
9 144 395
50 469 246
393 450 63
334 423 414
237 424 327
127 258 260
159 470 387
155 332 34
7 344 770
67 108 668
192 231 905
88 266 355
229 441 260
385 468 147
134 220 376
269 396 374
186 427 236
341 492 25
77 179 807
123 256 845
11 132 766
374 479 852
171 396 665
33 403 430
242 356 510
126 355 968
238 416 650
258 362 278
133 231 523
2 439 785
77 426 852
313 431 292
228 491 382
167 239 169
89 451 695
88 431 668
70 300 297
105 291 10
154 472 18
68 376 514
206 288 243
217 417 577
59 105 634
139 163 519
34 51 115
68 369 283
286 380 701
382 391 886
49 195 228
9 139 411
289 352 604
164 214 841
27 489 522
178 406 452
319 399 732
233 397 617
266 389 470
329 434 503
218 243 565
144 150 621
174 355 258
422 424 302
106 404 912
405 468 686
110 295 93
22 71 517
153 295 140
45 289 351
241 360 330
314 440 543
209 314 900
148 427 430
80 417 32
53 389 689
131 412 185
17 159 347
310 409 224
6 311 688
244 497 66
175 242 827
21 424 873
70 417 707
226 412 504
323 458 679
207 459 330
142 282 543
442 485 716
247 442 61
475 490 214
235 346 474
65 363 369
41 73 775
254 355 188
79 188 716
386 450 911
230 332 968
356 483 455
193 356 355
429 469 445
100 211 956
279 394 983
327 477 561
116 407 53
282 496 405
190 208 646
364 480 409
121 467 875
164 301 809
63 79 923
179 464 151
193 289 686
218 471 290
68 489 250
100 267 354
166 414 636
243 493 729
396 477 269
55 117 939
187 257 887
46 244 35
372 410 61
127 466 270
267 331 389
94 254 456
12 462 691
19 90 125
219 245 781
140 444 981
156 337 952
138 266 853
305 406 256
235 442 852
357 407 860
62 171 198
251 327 990
8 343 487
112 222 640
104 388 324
282 355 306
42 328 620
431 473 118
239 289 35
114 412 614
5 406 598
165 458 699
115 236 312
268 479 981
157 158 551
239 328 628
384 486 821
8 273 914
152 344 18
190 201 633
44 421 723
78 227 854
29 307 603
162 275 18
205 233 282
456 496 716
176 408 175
71 302 980
241 494 291
281 338 439
44 419 417
116 159 612
342 371 924
54 491 275
196 280 481
242 499 818
154 156 419
253 460 705
112 361 537
34 480 813
161 223 518
136 374 84
26 147 552
120 361 891
78 119 725
154 281 671
326 448 812
52 137 440
79 401 791
305 344 427
341 402 379
253 425 375
292 473 663
140 168 117
2 393 230
12 483 254
129 315 560
11 467 633
65 229 314
20 115 458
182 261 491
33 93 666
220 364 34
63 476 601
354 361 692
146 443 134
124 206 358
42 130 972
252 441 490
65 305 114
257 331 188
24 365 966
120 153 380
374 444 227
104 367 396
82 207 545
194 459 471
356 359 672
24 234 858
146 371 411
19 231 842
42 489 820
43 375 201
419 472 693
68 247 733
35 289 711
124 441 76
2 94 6
18 275 159
142 308 351
72 180 338
294 384 932
6 101 309
277 398 222
100 201 115
39 223 312
109 187 701
79 282 551
46 185 639
1 116 849
28 185 869
130 268 856
87 322 76
47 416 534
77 485 944
106 436 564
218 345 865
31 365 788
403 494 519
4 408 202
8 129 781
81 417 569
226 435 762
218 254 17
223 239 723
297 456 222
377 379 533
145 374 90
38 457 428
206 393 903
55 300 649
48 296 131
63 434 255
92 263 776
43 147 274
36 461 910
311 416 285
161 271 59
271 426 819
172 252 717
67 117 647
144 228 471
107 290 895
287 444 590
261 446 341
372 383 453
107 291 412
383 487 456
32 166 904
467 473 855
148 325 443
289 412 775
136 264 613
176 315 175
8 122 724
148 321 408
272 361 93
62 332 659
102 233 788
124 265 346
72 452 137
23 277 715
190 262 612
216 400 830
375 460 722
349 418 903
188 192 373
33 60 470
198 277 93
192 204 780
92 295 526
87 129 819
362 369 69
316 420 950
146 168 428
86 132 221
249 397 904
210 305 536
213 254 318
155 172 275
40 60 758
333 413 224
88 476 218
30 166 53
39 344 171
11 188 131
354 370 829
64 235 499
176 273 421
15 155 584
337 430 37
169 212 62
212 454 248
70 182 258
179 222 812
181 332 934
1 57 669
279 403 726
329 444 368
127 221 352
154 195 125
189 498 160
163 308 106
180 314 126
92 287 795
397 436 841
372 490 801
42 413 841
133 404 761
9 291 317
30 471 225
83 487 197
250 447 714
81 338 692
12 492 801
278 487 48
125 167 16
259 317 274
4 429 687
323 404 643
22 466 379
130 358 315
141 261 302
164 406 624
92 441 204
379 486 953
23 147 764
70 321 790
145 358 463
14 439 278
220 241 238
61 167 849
131 246 746
38 424 236
78 216 97
83 139 166
120 442 132
163 291 305
47 91 582
370 464 388
307 450 906
92 470 345
58 72 711
140 401 652
307 493 642
469 490 106
406 463 265
84 248 864
310 323 686
139 194 423
20 357 927
288 422 96
138 382 363
11 229 254
112 218 833
181 206 796
197 295 941
297 320 267
33 353 290
14 91 507
95 421 249
161 483 514
83 463 218
160 454 271
363 427 593
237 493 184
43 301 926
80 124 570
60 266 681
212 482 324
58 460 501
87 317 899
30 300 387
186 372 806
162 223 116
133 295 262
30 366 953
5 463 633
429 458 599
125 143 80
418 447 103
28 378 722
190 467 944
363 462 85
24 351 19
194 312 178
46 308 312
228 411 794
183 326 14
274 416 599
22 443 645
73 157 215
185 294 122
1 66 67
229 493 998
292 461 596
463 494 536
146 488 261
300 488 859
298 494 429
68 282 452
26 489 250
138 153 812
258 420 153
28 498 404
225 277 304
303 400 926
458 494 677
263 343 190
8 449 900
147 299 638
81 164 957
4 437 413
18 437 362
83 331 881
167 472 105
425 490 728
296 473 388
270 282 89
89 476 973
61 98 510
211 492 755
329 349 583
357 436 406
160 210 948
240 356 61
269 372 751
81 190 157
10 306 172
43 108 237
104 113 311
90 430 99
9 133 682
55 242 195
184 329 137
277 381 155
40 97 224
43 330 772
58 147 278
162 175 898
7 394 618
67 344 358
13 306 408
287 418 644
70 299 849
261 305 491
178 482 56
266 316 454
303 453 619
267 342 122
48 402 287
298 321 918
30 244 720
85 239 390
8 466 724
195 344 82
58 419 764
163 241 48
315 428 896
245 361 623
192 236 444
267 396 108
431 446 984
23 253 949
342 359 992
314 344 121
125 269 550
37 242 546
308 497 656
293 305 660
5 221 798
80 163 965
344 350 943
72 391 607
216 320 496
230 262 686
64 268 826
166 380 245
176 189 337
96 293 245
94 125 491
276 381 561
258 282 843
324 430 742
349 479 729
278 424 364
271 393 538
110 443 708
256 472 3
26 253 230
116 467 630
220 423 575
28 293 934
100 135 799
379 410 118
383 436 60
243 447 602
240 365 937
146 177 380
79 283 265
113 432 681
65 258 66
202 425 522
419 458 855
217 278 599
293 400 721
187 318 407
415 427 438
243 473 97
89 97 674
155 428 119
39 318 446
130 402 228
188 220 364
74 171 991
324 474 895
194 227 323
128 405 332
119 183 856
106 157 595
320 436 480
51 87 151
118 347 583
347 458 109
293 354 538
23 183 525
190 376 977
249 321 203
445 477 728
267 437 693
266 466 698
70 465 855
146 242 737
4 445 658
120 448 43
51 129 55
266 357 914
34 50 384
447 462 183
116 312 669
25 305 819
362 387 404
57 473 577
370 420 8
14 412 175
94 133 386
328 480 291
332 467 475
67 115 151
12 390 404
381 442 941
85 121 141
107 263 536
50 142 606
129 212 561
33 34 805
296 386 994
292 408 933
117 158 970
272 488 16
119 249 480
403 495 506
53 164 975
129 463 830
203 243 292
21 354 813
22 180 610
126 293 510
59 350 201
129 201 522
172 332 572
72 468 630
39 389 973
52 344 756
56 128 176
159 161 991
61 435 705
274 309 143
27 332 286
228 460 907
210 400 855
187 188 13
419 448 169
192 262 239
39 439 218
157 440 6
283 486 511
203 378 20
225 268 936
420 477 469
35 443 489
101 483 254
172 400 318
274 448 467
22 37 991
280 442 63
200 265 732
290 357 896
350 423 311
27 141 945
373 423 454
118 454 417
30 234 627
181 214 118
31 492 323
19 343 416
267 356 81
337 456 883
160 300 319
10 86 392
459 471 904
124 349 872
216 423 840
271 307 965
103 166 434
86 166 336
410 422 949
333 392 659
149 232 564
434 498 664
241 456 315
216 370 259
174 363 966
78 214 652
447 495 631
14 33 283
58 92 314
224 389 749
192 397 38
151 479 266
81 362 971
183 415 196
364 450 520
460 482 692
3 187 106
14 166 481
92 293 15
263 281 976
295 444 406
118 131 879
29 320 560
13 169 152
244 486 334
16 358 516
107 386 218
8 428 814
68 98 187
387 446 452
209 283 298
19 131 627
278 440 462
409 436 776
45 290 555
301 426 786
147 178 702
124 326 491
302 470 790
109 290 862
127 339 763
339 441 617
187 328 598
16 398 362
103 354 709
182 432 795
189 325 139
349 370 209
141 251 214
23 374 996
280 290 205
21 483 601
31 337 825
309 409 207
156 420 815
464 491 118
120 260 554
85 163 943
102 217 526
200 254 864
288 485 731
337 471 731
188 254 431
319 453 612
181 288 962
164 265 728
331 403 841
102 148 645
6 138 946
58 340 715
235 241 829
406 497 650
112 163 680
212 325 633
15 44 729
339 480 21
314 383 271
62 140 122
57 282 714
87 429 23
12 115 251
119 173 316
70 411 962
251 477 266
371 409 378
111 299 498
44 316 72
193 413 561
188 340 774
144 447 397
16 32 261
157 468 168
78 133 358
27 174 355
5 263 478
330 419 139
360 469 218
161 310 420
305 417 7
120 242 658
107 320 954
272 295 771
222 240 895
216 274 932
109 238 44
281 346 84
131 218 488
5 167 287
304 408 290
149 479 907
132 212 134
141 394 312
303 426 635
335 351 428
286 301 272
265 392 778
58 483 345
21 108 652
6 231 997
255 290 696
103 478 87
41 97 208
438 491 785
54 57 244
106 497 463
166 267 297
196 350 629
187 344 239
335 349 46
215 299 479
98 370 327
9 496 430
121 124 471
62 402 360
75 205 106
84 158 665
222 374 680
16 460 38
438 484 158
70 277 3
197 241 81
92 357 112
77 124 207
155 413 400
348 413 4
25 33 377
204 290 493
287 295 417
68 211 527
112 239 997
229 404 589
244 404 576
74 458 128
292 352 905
167 482 282
189 252 879
256 487 75
159 255 323
240 342 992
104 281 165
225 286 11
192 304 499
273 365 843
27 258 405
211 277 670
143 318 964
63 161 60
203 326 209
403 482 299
66 273 500
309 405 359
95 391 905
112 417 707
87 413 575
276 334 219
304 415 610
12 179 119
46 78 526
57 310 307
276 479 775
292 323 858
35 398 247
403 432 42
132 234 632
450 472 593
206 451 533
37 193 495
179 470 979
206 261 418
171 299 769
24 38 785
65 477 819
199 483 48
325 392 124
103 470 494
149 333 467
70 183 152
41 262 716
406 414 454
34 407 43
250 413 262
385 491 931
27 108 608
